Project,Latest Tag ID,year,date
knox,v0.3.1-rc4,2013,2013-12-20
knox,v0.5.1-rc1,2014,2014-11-21
knox,v0.7.0-rc1,2015,2015-12-15
knox,v1.2.0-rc4,2018,2018-12-04
knox,v1.3.0-rc2,2019,2019-07-16
knox,v1.5.0-rc1,2020,2020-11-22
knox,v1.6.1-RC1,2021,2021-12-14
lens,apache-lens-2.4.0-beta,2015,2015-11-18
lens,apache-lens-2.6.1,2016,2016-09-27
lens,apache-lens-2.7.0,2017,2017-12-05
lens,apache-lens-2.7.1,2018,2018-01-24
lens,grill-parent-1.1.0,2014,2014-09-04
lenya,RELEASE_1_2_1,2004,2004-12-29
lenya,RELEASE_1_2_4,2005,2005-06-26
lenya,RELEASE_2_0_RC_6,2007,2007-12-14
lenya,site_forrest_final,2008,2008-07-14
lenya,RELEASE_2_0_2,2009,2009-02-13
lenya,RELEASE_2_0_3,2010,2010-09-22
lenya,RELEASE_2_0_4,2011,2011-03-03
logging-log4j2,log4j-2.1,2014,2014-10-19
logging-log4j2,log4j-2.0-beta3,2012,2012-11-11
logging-log4j2,log4j-2.0-beta9,2013,2013-09-14
logging-log4j2,log4j-2.10-rc1,2017,2017-11-19
logging-log4j2,log4j-2.11.1,2018,2018-07-22
logging-log4j2,log4j-2.13.0-rc2,2019,2019-12-11
logging-log4j2,log4j-2.12.4-rc1,2021,2021-12-28
logging-log4j2,log4j-2.14.0-rc1,2020,2020-11-06
logging-log4j2,log4j-2.18.0-rc1,2022,2022-06-28
logging-log4j2,log4j-2.5,2015,2015-12-06
logging-log4j2,log4j-2.7,2016,2016-10-02
lucene-solr,history/branches/lucene-solr/preflexfixes,2010,2010-07-26
lucene-solr,releases/lucene/1.2-rc2,2001,2001-10-19
lucene-solr,releases/lucene/2.2.0,2007,2007-06-17
lucene-solr,releases/solr/1.1.0,2006,2006-12-22
lucene-solr,releases/lucene-solr/4.6.0,2013,2013-11-22
lucene-solr,releases/lucene-solr/4.10.3,2014,2014-12-20
lucene-solr,history/branches/lucene-solr/lucene6835,2015,2015-12-22
lucene-solr,history/branches/lucene-solr/LUCENE-6989-v2,2016,2016-12-16
lucene-solr,history/branches/lucene-solr/lucene3622,2011,2011-12-13
lucene-solr,history/branches/lucene-solr/jira/solr-12259,2018,2018-12-19
lucene-solr,releases/lucene-solr/3.6.2,2012,2012-12-24
lucene-solr,releases/lucene-solr/8.7.0,2020,2020-10-27
lucene-solr,releases/lucene-solr/8.4.0,2019,2019-12-19
lucene-solr,releases/lucene/2.4.0,2008,2008-10-08
lucene-solr,releases/lucene-solr/7.2.0,2017,2017-12-13
lucene-solr,releases/lucene-solr/8.11.1,2021,2021-12-14
lucene-solr,releases/lucene-solr/8.11.2,2022,2022-06-13
lucene-solr,releases/lucene/1.2,2003,2003-12-26
lucene-solr,releases/lucene/1.2-rc5,2002,2002-05-13
lucene-solr,releases/lucene/1.4.3,2004,2004-11-26
lucene-solr,releases/lucene/3.0.0,2009,2009-11-25
mahout,mahout-0.4,2010,2010-10-28
mahout,mahout-0.11.1,2015,2015-11-06
mahout,mahout-0.12.3,2016,2016-09-06
mahout,mahout-0.13.1-rc1,2017,2017-07-06
mahout,mahout-14.1-RC1,2019,2019-12-14
mahout,mahout-0.5,2011,2011-05-28
mahout,mahout-0.7,2012,2012-06-12
mahout,mahout-0.8,2013,2013-07-08
mahout,mahout-0.9,2014,2014-01-29
mahout,mahout-14.1,2020,2020-09-11
manifoldcf,release-1.0.1-RC1,2012,2012-10-15
manifoldcf,release-2.3,2015,2015-12-17
manifoldcf,release-1.4.1,2013,2013-11-16
manifoldcf,release-1.8,2014,2014-12-29
manifoldcf,release-2.12,2018,2018-12-20
manifoldcf,release-2.15,2019,2019-12-26
manifoldcf,release-2.18,2020,2020-12-28
manifoldcf,release-2.21-RC0,2021,2021-12-26
manifoldcf,release-2.22.1,2022,2022-05-12
manifoldcf,release-2.6,2016,2016-12-30
manifoldcf,release-2.9,2017,2017-12-23
marmotta,3.1.0-incubating,2013,2013-09-24
marmotta,3.3.0,2014,2014-12-05
marmotta,3.4.0,2018,2018-06-12
maven,maven-3.0-alpha-5,2009,2009-11-23
maven,maven-3.0.1,2010,2010-11-23
maven,maven-3.0.4-RC4,2011,2011-12-23
maven,maven-3.0.4,2012,2012-01-17
maven,maven-3.1.1,2013,2013-09-17
maven,maven-3.2.5,2014,2014-12-14
maven,maven-3.3.9,2015,2015-11-10
maven,maven-3.5.2,2017,2017-10-18
maven,maven-3.6.0,2018,2018-10-24
maven,maven-3.6.3,2019,2019-11-19
maven,maven-3.8.4,2021,2021-11-14
maven,maven-3.8.6,2022,2022-06-06
maven-doxia,doxia-1.1.2,2009,2009-11-30
maven-doxia,doxia-1.0-alpha-10,2007,2007-10-29
maven-doxia,doxia-1.0-alpha-11,2008,2008-05-11
maven-doxia,doxia-1.1.4,2010,2010-11-16
maven-doxia,doxia-1.11.1,2021,2021-11-28
maven-doxia,doxia-1.2,2011,2011-04-26
maven-doxia,doxia-1.3,2012,2012-04-10
maven-doxia,doxia-1.5,2013,2013-11-14
maven-doxia,doxia-1.6,2014,2014-06-27
maven-doxia,doxia-1.7,2016,2016-02-05
maven-doxia,doxia-1.8,2017,2017-12-09
maven-doxia,doxia-1.9,2019,2019-05-30
maven-doxia,doxia-1.9.1,2020,2020-02-13
maven-doxia,doxia-2.0.0-M3,2022,2022-06-18
metamodel,MetaModel-4.0.0-incubating,2013,2013-12-03
metamodel,MetaModel-4.3.1,2014,2014-12-11
metamodel,MetaModel-4.5.0,2015,2015-12-14
metamodel,MetaModel-4.5.5,2016,2016-11-13
metamodel,MetaModel-5.0.1,2017,2017-12-19
metamodel,MetaModel-5.2.0,2018,2018-12-08
metamodel,MetaModel-5.3.2-HI3,2019,2019-12-12
metamodel,MetaModel-5.3.3-HI1,2020,2020-07-07
metamodel,MetaModel-5.3.3,2021,2021-02-18
mina,2.0.7,2012,2012-10-06
mina,2.0.10,2015,2015-12-05
mina,2.0.16,2016,2016-10-23
mina,2.0.19,2018,2018-06-07
mina,2.1.3,2019,2019-05-29
mina,2.0.22,2021,2021-10-17
mina,2.2.1,2022,2022-07-20
mina,2.0.9,2014,2014-10-21
mina,2.1.4,2020,2020-08-17
mina,3.0.0-M2,2013,2013-07-27
mina-sshd,sshd-0.3.0,2009,2009-11-20
mina-sshd,sshd-0.13.0,2014,2014-10-21
mina-sshd,sshd-1.0.0,2015,2015-08-19
mina-sshd,sshd-0.5.0,2010,2010-11-03
mina-sshd,sshd-0.6.0,2011,2011-09-05
mina-sshd,sshd-0.8.0,2012,2012-09-25
mina-sshd,sshd-0.9.0,2013,2013-07-26
mina-sshd,sshd-1.3.0,2016,2016-09-19
mina-sshd,sshd-1.6.0,2017,2017-06-29
mina-sshd,sshd-2.1.0,2018,2018-09-17
mina-sshd,sshd-2.3.0,2019,2019-07-09
mina-sshd,sshd-2.6.0,2020,2020-12-07
mina-sshd,sshd-2.8.0,2021,2021-11-29
mina-sshd,sshd-2.9.1,2022,2022-08-22
mina-vysper,0.5,2010,2010-04-21
mina-vysper,0.7,2011,2011-02-24
mrunit,release-0.5.0-incubating,2012,2012-05-22
mrunit,release-1.0.0-hadoop1,2013,2013-04-02
mrunit,release-1.1.0,2014,2014-05-27
myfaces,1_1_4,2006,2006-09-10
myfaces,1_2_0,2007,2007-07-14
myfaces,1_2_5,2008,2008-10-29
myfaces,2_0_0_alpha,2009,2009-11-26
myfaces,myfaces-core-project-2.0.3,2010,2010-12-14
myfaces,2.3-next-M1,2019,2019-12-19
myfaces,myfaces-core-module-2.3.7,2020,2020-10-28
myfaces,myfaces-core-module-2.0.16,2012,2012-11-20
myfaces,myfaces-core-module-2.2.0-beta,2013,2013-10-26
myfaces,myfaces-core-module-2.2.7,2014,2014-12-17
myfaces,myfaces-core-module-2.2.11,2016,2016-09-12
myfaces,myfaces-core-module-3.0.1,2021,2021-06-02
myfaces,myfaces-core-module-2.3.0-beta,2017,2017-06-09
myfaces,myfaces-core-module-4.0.0-RC2,2022,2022-10-20
myfaces,myfaces-core-module-2.2.9,2015,2015-11-23
myfaces,myfaces-core-module-2.3.2,2018,2018-08-29
myfaces,myfaces-core-project-2.0.11,2011,2011-11-30
myfaces-tobago,tobago-1.0.9,2006,2006-12-20
myfaces-tobago,tobago-1.0.13,2007,2007-12-11
myfaces-tobago,tobago-1.0.20,2008,2008-10-20
myfaces-tobago,tobago-1.5.0-alpha-1,2009,2009-10-23
myfaces-tobago,tobago-1.0.32,2010,2010-11-24
myfaces-tobago,tobago-1.5.1,2011,2011-12-08
myfaces-tobago,tobago-1.5.8,2012,2012-10-13
myfaces-tobago,tobago-1.5.11,2013,2013-11-04
myfaces-tobago,tobago-2.0.5,2014,2014-12-16
myfaces-tobago,tobago-3.0.0-alpha-2,2015,2015-12-17
myfaces-tobago,tobago-3.0.0,2016,2016-12-12
myfaces-tobago,tobago-4.0.0,2017,2017-12-04
myfaces-tobago,tobago-3.1.1,2018,2018-11-21
myfaces-tobago,tobago-4.4.1,2019,2019-05-22
myfaces-tobago,tobago-4.5.1,2020,2020-10-28
myfaces-tobago,tobago-5.0.0,2021,2021-10-28
myfaces-tobago,tobago-5.2.0,2022,2022-07-22
nutch,release-1.2,2010,2010-09-24
nutch,release-1.11-rc2,2015,2015-12-04
nutch,release-1.12,2016,2016-06-02
nutch,release-1.14,2017,2017-12-18
nutch,release-1.15,2018,2018-07-26
nutch,release-1.16,2019,2019-10-02
nutch,release-1.17,2020,2020-06-17
nutch,release-1.18,2021,2021-01-19
nutch,release-1.19,2022,2022-08-22
nutch,release-1.4,2011,2011-11-05
nutch,release-1.6,2012,2012-11-23
nutch,release-2.2.1,2013,2013-06-27
nutch,release-1.9,2014,2014-08-13
ode,APACHE_ODE_1.3.3,2009,2009-08-19
ode,APACHE_ODE_1.1.1RC1,2007,2007-12-05
ode,APACHE_ODE_1.2,2008,2008-06-27
ode,APACHE_ODE_1.3.4,2010,2010-06-09
ode,APACHE_ODE_1.3.5,2011,2011-01-31
ode,APACHE_ODE_1.3.6,2013,2013-10-02
ode,APACHE_ODE_1.3.7,2017,2017-04-26
ode,APACHE_ODE_1.3.8,2018,2018-03-15
ofbiz-framework,release17.12.05,2020,2020-12-31
ofbiz-framework,release18.12.04,2021,2021-12-19
ofbiz-framework,release17.12.09,2022,2022-01-06
ofbiz-framework,release18.12.03,2019,2019-06-30
olingo-odata4,4.1.0,2015,2015-12-21
olingo-odata4,4.0.0-beta-01,2014,2014-09-23
olingo-odata4,4.3.0,2016,2016-09-19
olingo-odata4,4.4.0,2017,2017-09-01
olingo-odata4,4.5.0,2018,2018-08-13
olingo-odata4,4.7.1-RC01,2019,2019-12-20
olingo-odata4,4.8.0,2020,2020-12-27
olingo-odata4,4.9.0,2022,2022-02-27
oltu,org.apache.oltu.oauth2-0.31,2013,2013-06-20
oltu,org.apache.oltu.oauth2.parent-1.0.0,2014,2014-03-05
oltu,org.apache.oltu.commons.parent-2,2016,2016-08-02
oltu,org.apache.oltu.oauth2.jwt-1.0.3,2017,2017-02-08
oltu,org.apache.oltu.oauth2.parent-1.0.1,2015,2015-09-17
oodt,0.1-incubating,2010,2010-11-23
oodt,0.11-rc1,2015,2015-12-29
oodt,1.0,2016,2016-06-21
oodt,0.3,2011,2011-06-23
oodt,0.5,2012,2012-12-25
oodt,0.6,2013,2013-07-08
oodt,0.8,2014,2014-12-19
oodt,1.2.1,2017,2017-11-10
oodt,1.2.5,2018,2018-09-06
oodt,1.9,2019,2019-09-30
oodt,1.9.1,2021,2021-09-25
oozie,release-3.3.0,2012,2012-12-03
oozie,release-4.0.0,2013,2013-08-30
oozie,release-4.1.0,2014,2014-11-19
oozie,release-4.2.0,2015,2015-05-22
oozie,release-4.3.0,2016,2016-11-25
oozie,release-5.0.0-beta1-rc0,2017,2017-12-18
oozie,release-5.1.0,2018,2018-12-03
oozie,release-5.2.0,2019,2019-10-29
oozie,release-5.2.1,2021,2021-02-09
openjpa,1.0.1,2007,2007-11-10
openjpa,1.0.3,2008,2008-07-17
openjpa,1.0.4,2010,2010-08-26
openjpa,2.0.0-M3,2009,2009-10-12
openjpa,2.3.0,2013,2013-11-21
openjpa,2.1.1,2011,2011-07-19
openjpa,2.2.1,2012,2012-11-01
openjpa,2.4.0,2015,2015-05-05
openjpa,2.4.1,2016,2016-02-14
openjpa,2.4.2,2017,2017-01-03
openjpa,2.4.3,2018,2018-06-14
openjpa,3.1.0,2019,2019-04-10
openjpa,3.1.2,2020,2020-07-07
openjpa,3.2.0,2021,2021-05-10
openjpa,3.2.2,2022,2022-03-16
openmeetings,2.0,2015,2015-12-13
openmeetings,3.1.3RC3,2016,2016-09-23
openmeetings,4.0.1RC1,2017,2017-12-05
openmeetings,4.0.10,2019,2019-12-11
openmeetings,5.1.0,2020,2020-12-01
openmeetings,4.0.7RC1,2018,2018-12-29
openmeetings,6.2.0,2021,2021-10-21
openmeetings,6.3.0,2022,2022-05-13
opennlp,opennlp-2.1.0,2022,2022-11-07
opennlp,asf_migration,2012,2012-02-18
opennlp,opennlp-1.5.3-rc3,2013,2013-04-03
opennlp,opennlp-1.6.0,2014,2014-12-10
opennlp,opennlp-1.6.0-rc6,2015,2015-06-16
opennlp,opennlp-1.7.0,2016,2016-12-31
opennlp,opennlp-1.8.4,2017,2017-12-21
opennlp,opennlp-1.9.1-rc1,2018,2018-12-27
opennlp,opennlp-1.9.2,2019,2019-12-11
opennlp,opennlp-1.9.3,2020,2020-07-24
opennlp,opennlp-1.9.4,2021,2021-10-26
parquet-mr,apache-parquet-1.8.3,2018,2018-05-03
parquet-mr,apache-parquet-1.11.0,2019,2019-11-13
parquet-mr,apache-parquet-1.11.1,2020,2020-07-29
parquet-mr,apache-parquet-1.11.2,2021,2021-09-30
parquet-mr,apache-parquet-1.12.3,2022,2022-05-20
parquet-mr,apache-parquet-1.8.1,2015,2015-07-17
parquet-mr,apache-parquet-1.8.2,2017,2017-01-18
parquet-mr,apache-parquet-1.9.0,2016,2016-10-18
parquet-mr,parquet-1.3.0,2013,2013-12-23
parquet-mr,parquet-1.6.0rc4,2014,2014-11-18
pdfbox,2.0.13,2018,2018-11-28
pdfbox,2.0.18,2019,2019-12-20
pdfbox,2.0.22,2020,2020-12-16
pdfbox,2.0.25,2021,2021-12-13
pdfbox,3.0.0-alpha3,2022,2022-05-02
phoenix,v4.15.0-HBase-1.3,2019,2019-12-13
phoenix,5.1.2,2021,2021-05-30
phoenix,4.8.2-HBase-0.98,2016,2016-11-18
phoenix,v3.2.2,2014,2014-12-05
phoenix,v4.6.0-HBase-0.98,2015,2015-10-19
phoenix,v4.13.1-HBase-0.98-rc0,2017,2017-11-27
phoenix,v4.14.1-HBase-0.98,2018,2018-10-23
pig,release-0.8.0,2010,2010-12-16
pig,release-0.10.1-rc1,2012,2012-12-27
pig,release-0.12.0,2013,2013-10-11
pig,release-0.14.0,2014,2014-11-20
pig,release-0.15.0,2015,2015-06-05
pig,release-0.16.0,2016,2016-06-07
pig,release-0.17.0,2017,2017-06-14
pig,release-0.9.1,2011,2011-10-04
pivot,pivot-archetype-quickstart-1.0.2,2012,2012-05-22
pivot,pivot-archetype-quickstart-1.0.3,2013,2013-08-06
pivot,pivot-archetype-quickstart-1.0.4,2014,2014-05-29
pivot,2.0.5,2017,2017-06-25
pivot,pivot-archetype-quickstart-1.0,2011,2011-08-24
pivot,v2.0,2010,2010-12-21
plc4x,Last-Mina-Version,2017,2017-11-24
plc4x,end-of-refactoring-s-j,2019,2019-12-19
plc4x,rel/0.2.0,2018,2018-11-17
plc4x,release/0.7.0,2020,2020-05-19
plc4x,v0.9.1,2021,2021-12-14
polygene-java,0.4,2008,2008-09-19
polygene-java,1.0-RC2,2009,2009-10-10
polygene-java,1.2,2010,2010-10-17
polygene-java,1.4.1,2011,2011-09-25
polygene-java,2.0,2013,2013-04-26
polygene-java,2.0-RC1,2012,2012-12-24
polygene-java,2.1,2015,2015-07-28
polygene-java,3.0.0,2017,2017-07-21
portals-pluto,pluto-1.1.6,2008,2008-08-04
portals-pluto,bean-portlet-archetype-3.0.0,2017,2017-04-26
portals-pluto,bean-portlet-archetype-3.0.1,2018,2018-06-15
portals-pluto,bean-portlet-archetype-3.1.0,2019,2019-04-17
portals-pluto,bean-portlet-archetype-3.1.1,2021,2021-12-17
portals-pluto,import,2003,2003-09-30
portals-pluto,milestone-1.1.0-12092005,2005,2005-12-10
portals-pluto,pluto-1.1.4,2007,2007-08-08
portals-pluto,pluto-2.0.0,2009,2009-05-19
portals-pluto,pluto-2.0.3-SNAPSHOT-2010-11-01,2010,2010-11-01
portals-pluto,pluto-2.0.3,2011,2011-09-22
portals-pluto,pluto-2.1.0-M3,2012,2012-08-24
portals-pluto,release-1.0.1-rc2,2004,2004-12-05
portals-pluto,release-1.1.0-beta2,2006,2006-09-26
qpid-proton,0.5,2013,2013-08-27
qpid-proton,0.11.1,2015,2015-12-15
qpid-proton,0.16.0,2016,2016-12-08
qpid-proton,0.19.0,2017,2017-12-20
qpid-proton,0.26.0,2018,2018-10-04
qpid-proton,0.30.0,2019,2019-12-09
qpid-proton,0.33.0,2020,2020-11-17
qpid-proton,0.36.0,2021,2021-11-01
qpid-proton,0.37.0,2022,2022-03-15
qpid-proton,0.9-alpha-1,2014,2014-12-19
reef,reef-project-0.13.0-incubating,2015,2015-10-21
reef,release-0.15.1-rc1,2016,2016-08-23
reef,reef-project-0.16.0,2017,2017-08-10
reef,reef-project-0.16.1,2022,2022-02-08
reef,rel/0.16.1,2021,2021-05-10
roller,roller-5.1.2,2015,2015-03-01
roller,roller-5.2.0-final,2017,2017-11-06
roller,roller-5.2.1,2018,2018-09-30
roller,roller-6.0.0,2019,2019-12-14
roller,roller-6.0.1,2020,2020-05-08
roller,roller-6.1.0,2021,2021-12-18
roller,roller_4.0,2007,2007-12-07
roller,roller_4.0.1,2009,2009-01-13
roller,roller_5.0,2011,2011-05-17
roller,roller_5.0.1,2012,2012-06-23
sandesha,1_4,2010,2010-12-19
sandesha,v1.6.1,2011,2011-12-10
sandesha,v1.6.2,2012,2012-04-30
santuario-xml-security-java,1.5.0-RC1,2011,2011-12-16
santuario-xml-security-java,1.5.3,2012,2012-09-26
santuario-xml-security-java,1.5.6,2013,2013-11-05
santuario-xml-security-java,J_1_1_0,2010,2010-12-15
santuario-xml-security-java,xmlsec-2.0.2,2014,2014-09-22
santuario-xml-security-java,xmlsec-2.0.6,2015,2015-12-04
santuario-xml-security-java,xmlsec-2.1.2,2018,2018-06-08
santuario-xml-security-java,xmlsec-2.0.8,2016,2016-12-01
santuario-xml-security-java,xmlsec-2.0.9,2017,2017-08-14
santuario-xml-security-java,xmlsec-2.1.4,2019,2019-07-16
santuario-xml-security-java,xmlsec-2.1.6,2020,2020-12-08
santuario-xml-security-java,xmlsec-2.3.0,2021,2021-10-25
santuario-xml-security-java,xmlsec-2.1.8,2022,2022-04-29
servicemix,servicemix-5.0.6,2014,2014-11-11
servicemix,servicemix-5.5.2,2015,2015-12-13
servicemix,servicemix-7.0.0.M3,2016,2016-11-26
servicemix,servicemix-6.1.4,2017,2017-05-22
shindig,shindig-project-2.0.2,2010,2010-10-26
shindig,shindig-project-2.5.0-update1,2013,2013-10-16
shindig,shindig-project-2.5.0-beta5,2012,2012-10-23
shindig,shindig-project-2.5.2,2014,2014-11-11
shindig,shindig-project-3.0.0-beta4,2011,2011-11-22
shiro,site-template-before-redesign-20120814,2012,2012-08-14
shiro,shiro-root-1.1.0,2010,2010-10-30
shiro,shiro-root-1.2.2,2013,2013-05-11
shiro,shiro-root-1.2.3,2014,2014-02-25
shiro,shiro-root-1.2.4,2015,2015-07-08
shiro,shiro-root-1.4.0-RC2,2016,2016-11-10
shiro,shiro-root-1.4.0,2017,2017-05-05
shiro,shiro-root-1.4.2,2019,2019-11-08
shiro,shiro-root-1.7.0,2020,2020-10-23
shiro,shiro-root-1.8.0,2021,2021-08-23
shiro,shiro-root-1.9.1,2022,2022-06-23
sis,0.6,2015,2015-09-11
sis,0.7,2016,2016-05-19
sis,0.8,2017,2017-11-10
sis,1.0,2019,2019-09-22
sis,1.1,2021,2021-09-30
sis,1.2,2022,2022-05-10
skywalking,1.0-alpha1,2015,2015-12-31
skywalking,v2.0-2016,2016,2016-12-19
skywalking,v3.2.6,2017,2017-12-06
skywalking,v6.0.0-beta,2018,2018-12-14
skywalking,v6.6.0,2019,2019-12-24
skywalking,v8.3.0,2020,2020-11-29
skywalking,v8.9.1,2021,2021-12-10
skywalking,v9.1.0,2022,2022-06-09
sling-org-apache-sling-models-impl,org.apache.sling.models.impl-1.1.0,2014,2014-09-02
sling-org-apache-sling-models-impl,org.apache.sling.models.impl-1.2.4,2015,2015-12-10
sling-org-apache-sling-models-impl,org.apache.sling.models.impl-1.3.8,2016,2016-12-19
sling-org-apache-sling-models-impl,org.apache.sling.models.impl-1.4.6,2017,2017-12-08
sling-org-apache-sling-models-impl,org.apache.sling.models.impl-1.4.10,2018,2018-10-19
sling-org-apache-sling-models-impl,org.apache.sling.models.impl-1.4.12,2019,2019-11-01
sling-org-apache-sling-models-impl,org.apache.sling.models.impl-1.4.16,2020,2020-10-20
sling-org-apache-sling-models-impl,org.apache.sling.models.impl-1.5.0,2021,2021-12-07
sling-org-apache-sling-models-impl,org.apache.sling.models.impl-1.5.2,2022,2022-04-27
solr,history/branches/lucene-solr/preflexfixes,2010,2010-07-26
solr,releases/lucene/1.2-rc2,2001,2001-10-19
solr,releases/lucene/2.2.0,2007,2007-06-17
solr,releases/solr/1.1.0,2006,2006-12-22
solr,releases/lucene-solr/4.6.0,2013,2013-11-22
solr,releases/lucene-solr/4.10.3,2014,2014-12-20
solr,history/branches/lucene-solr/lucene6835,2015,2015-12-22
solr,history/branches/lucene-solr/LUCENE-6989-v2,2016,2016-12-16
solr,releases/lucene-solr/8.4.0,2019,2019-12-19
solr,history/branches/lucene-solr/branch_8x,2021,2021-03-10
solr,history/branches/lucene-solr/lucene3622,2011,2011-12-13
solr,history/branches/lucene-solr/branch_7_6,2018,2018-12-20
solr,history/branches/lucene-solr/revert-962-jira/LUCENE-9021,2020,2020-12-12
solr,releases/lucene-solr/3.6.2,2012,2012-12-24
solr,releases/lucene-solr/7.2.0,2017,2017-12-13
solr,releases/lucene/2.4.0,2008,2008-10-08
solr,releases/lucene/1.2,2003,2003-12-26
solr,releases/lucene/1.2-rc5,2002,2002-05-13
solr,releases/lucene/1.4.3,2004,2004-11-26
solr,releases/lucene/3.0.0,2009,2009-11-25
solr,releases/solr/9.0.0,2022,2022-05-04
spark,0.3-scala-2.8,2011,2011-07-14
spark,v2.1.0,2016,2016-12-15
spark,alpha-0.1,2010,2010-10-03
spark,v0.5.2,2012,2012-11-20
spark,v0.8.1-incubating,2013,2013-12-10
spark,v1.2.0,2014,2014-12-10
spark,v1.6.0,2015,2015-12-21
spark,v2.2.1,2017,2017-11-24
spark,v2.4.0,2018,2018-10-29
spark,v3.0.0-preview2,2019,2019-12-17
spark,v2.4.7,2020,2020-09-08
spark,v3.2.0,2021,2021-10-06
spark,v3.2.2,2022,2022-07-11
sqoop,release-1.99.1-rc1,2012,2012-12-21
sqoop,release-1.99.3-rc0,2013,2013-10-11
sqoop,release-1.99.4-rc1,2014,2014-11-15
sqoop,release-1.99.6-rc2,2015,2015-04-28
sqoop,release-1.4.7-rc0,2017,2017-12-06
sqoop,release-1.99.7-rc0,2016,2016-07-08
storm,0.9.0.1,2013,2013-12-05
storm,v0.9.3,2014,2014-11-18
storm,v0.9.6,2015,2015-10-28
storm,v0.10.2,2016,2016-09-02
storm,v1.0.5,2017,2017-09-05
storm,v1.1.3,2018,2018-05-17
storm,v2.1.0,2019,2019-10-25
storm,v1.2.4,2021,2021-10-01
storm,v2.2.0,2020,2020-06-18
storm,v2.4.0,2022,2022-03-09
stratos,4.0.0-incubating-m5,2013,2013-12-29
stratos,4.1.0-pre-alpha,2014,2014-12-22
stratos,4.1.5,2015,2015-12-07
stratos,4.1.6,2016,2016-08-06
struts,STRUTS_2_0_2,2006,2006-12-31
struts,STRUTS_2_1_0,2007,2007-10-29
struts,STRUTS_2_1_4,2008,2008-12-29
struts,STRUTS_2_1_8_1,2009,2009-10-02
struts,STRUTS_2_2_1_1,2010,2010-12-14
struts,STRUTS_2_3_1_1,2011,2011-12-24
struts,STRUTS_2_3_16,2013,2013-11-30
struts,STRUTS_2_3_21,2014,2014-12-31
struts,STRUTS_2_3_8,2012,2012-12-16
struts,STRUTS_2_5_BETA2,2015,2015-09-28
struts,STRUTS_2_5_8,2016,2016-12-06
struts,STRUTS_2_5_14_1,2017,2017-11-29
struts,STRUTS_2_3_37,2018,2018-12-30
struts,STRUTS_2_5_22,2019,2019-11-17
struts,STRUTS_2_5_26,2020,2020-11-25
struts,STRUTS_2_5_28_3,2021,2021-12-30
struts,STRUTS_6_1_1,2022,2022-11-15
synapse,1.2,2008,2008-06-09
synapse,2.0.0,2011,2011-01-11
synapse,2.1.0,2012,2012-01-06
synapse,3.0.0,2016,2016-12-31
synapse,Apache-Synapse-3.0.1,2017,2017-12-04
syncope,syncope-1.1.0-SNAPSHOT-before-role-provisioning,2012,2012-12-11
syncope,syncope-1.1.5,2013,2013-11-28
syncope,syncope-1.2.1,2014,2014-11-17
syncope,syncope-2.0.7,2017,2017-12-22
syncope,syncope-2.0.11,2018,2018-11-02
syncope,syncope-2.0.0-M1,2015,2015-12-23
syncope,syncope-2.0.1,2016,2016-10-21
syncope,syncope-2.0.14,2019,2019-09-12
syncope,syncope-2.1.8,2020,2020-12-18
syncope,syncope-2.1.10,2021,2021-10-08
syncope,syncope-2.1.12,2022,2022-08-05
tajo,release-0.11.0,2015,2015-10-16
tajo,release-0.11.3-rc0,2016,2016-05-10
tajo,release-0.12.0-rc0,2019,2019-09-11
tajo,release-0.2.0,2013,2013-11-01
tajo,release-0.9.0,2014,2014-10-11
tapestry-5,5.0.7,2007,2007-12-22
tapestry-5,hlship-5.0-perf,2008,2008-12-15
tapestry-5,5.1.0.6,2009,2009-12-31
tapestry-5,5.2.4,2010,2010-11-15
tapestry-5,5.3.1,2011,2011-12-13
tapestry-5,5.4-alpha-1,2012,2012-12-21
tapestry-5,5.4-beta-2,2013,2013-12-23
tapestry-5,5.4-beta-25,2014,2014-12-30
tapestry-5,5.4.0,2015,2015-12-15
tapestry-5,5.5.0-alpha-7,2016,2016-07-19
tapestry-5,5.5.0-alpha-10,2017,2017-11-27
tapestry-5,5.5.0-beta-1,2018,2018-12-19
tapestry-5,v5.5.0-beta-3,2019,2019-09-15
tapestry-5,before_tapestry_core_split,2020,2020-09-26
tapestry-5,5.7.3,2021,2021-08-02
tapestry-5,5.8.2,2022,2022-06-14
tez,rel/release-0.10.0,2020,2020-10-08
tez,rel/release-0.10.1,2021,2021-06-16
tez,rel/release-0.10.2,2022,2022-07-04
tez,rel/release-0.8.4,2016,2016-07-05
tez,release-0.9.1-rc1,2017,2017-11-15
tez,rel/release-0.9.2,2019,2019-03-19
tez,release-0.2.0-rc0,2013,2013-11-25
tez,release-0.5.3,2014,2014-12-04
tez,release-0.8.1-alpha,2015,2015-10-07
thrift,last-before-0-10,2016,2016-12-19
thrift,0.11.0,2017,2017-12-03
thrift,0.2.0,2010,2010-10-28
thrift,0.8.0,2011,2011-11-30
thrift,0.9.1,2013,2013-08-18
thrift,0.9.2,2014,2014-11-04
thrift,0.9.3,2015,2015-09-25
thrift,v0.13.0,2019,2019-10-11
thrift,lib/go/thrift/v0.0.1-do-not-use,2021,2021-10-16
thrift,v0.12.0,2018,2018-10-16
thrift,v0.17.0,2022,2022-08-31
tika,0.8,2010,2010-11-07
tika,1.0,2011,2011-11-03
tika,1.2,2012,2012-07-10
