file_path,method,api
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,resetAll,org.powermock.api.easymock.PowerMock
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,suppress,org.powermock.api.support.membermodification.MemberModifier
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,constructor,org.powermock.api.support.membermodification.MemberMatcher
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,suppress,org.powermock.api.support.membermodification.MemberModifier
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,methods,org.powermock.api.support.membermodification.MemberMatcher
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,suppress,org.powermock.api.support.membermodification.MemberModifier
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,methods,org.powermock.api.support.membermodification.MemberMatcher
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,createNiceMock,org.powermock.api.easymock.PowerMock
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,mockStatic,org.powermock.api.easymock.PowerMock
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,createNiceMock,org.powermock.api.easymock.PowerMock
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,createNiceMock,org.powermock.api.easymock.PowerMock
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,createNiceMock,org.powermock.api.easymock.PowerMock
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,createNiceMock,org.powermock.api.easymock.PowerMock
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,createNiceMock,org.powermock.api.easymock.PowerMock
/compaction-coordinator/src/test/java/org/apache/accumulo/coordinator/CompactionCoordinatorTest.java,createNiceMock,org.powermock.api.easymock.PowerMock
