file_path,method,api
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,mock,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,mock,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,mock,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,mock,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,setInternalState,org.powermock.reflect.Whitebox
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,setInternalState,org.powermock.reflect.Whitebox
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,setInternalState,org.powermock.reflect.Whitebox
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,suppress,org.powermock.api.support.membermodification.MemberModifier
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,constructor,org.powermock.api.support.membermodification.MemberMatcher
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/cli/ApexCliShutdownCommandTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/client/StramAppLauncherTest.java,suppress,org.powermock.api.support.membermodification.MemberModifier
/engine/src/test/java/com/datatorrent/stram/client/StramAppLauncherTest.java,method,org.powermock.api.support.membermodification.MemberMatcher
/engine/src/test/java/com/datatorrent/stram/client/StramAppLauncherTest.java,setInternalState,org.powermock.reflect.Whitebox
/engine/src/test/java/com/datatorrent/stram/client/StramAppLauncherTest.java,setInternalState,org.powermock.reflect.Whitebox
/engine/src/test/java/com/datatorrent/stram/client/StramAppLauncherTest.java,setInternalState,org.powermock.reflect.Whitebox
/engine/src/test/java/com/datatorrent/stram/client/StramAppLauncherTest.java,setInternalState,org.powermock.reflect.Whitebox
/engine/src/test/java/com/datatorrent/stram/client/StramAppLauncherTest.java,suppress,org.powermock.api.support.membermodification.MemberModifier
/engine/src/test/java/com/datatorrent/stram/client/StramAppLauncherTest.java,method,org.powermock.api.support.membermodification.MemberMatcher
/engine/src/test/java/com/datatorrent/stram/client/StramAppLauncherTest.java,invokeMethod,org.powermock.reflect.Whitebox
/engine/src/test/java/com/datatorrent/stram/plan/physical/PhysicalPlanTest.java,mock,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/com/datatorrent/stram/plan/physical/PhysicalPlanTest.java,mock,org.powermock.api.mockito.PowerMockito
