file_path,method,api
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,mock,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,setInternalState,org.powermock.reflect.Whitebox
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,setInternalState,org.powermock.reflect.Whitebox
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,mockStatic,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,when,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,mockStatic,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,when,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,mock,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,setInternalState,org.powermock.reflect.Whitebox
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,setInternalState,org.powermock.reflect.Whitebox
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,when,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,mockStatic,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,when,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,when,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,mock,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,setInternalState,org.powermock.reflect.Whitebox
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,setInternalState,org.powermock.reflect.Whitebox
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,when,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,mockStatic,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,when,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/logging/LogChannelTest.java,when,org.powermock.api.mockito.PowerMockito
/core/src/test/java/org/apache/hop/core/row/ValueMetaAndDataTest.java,mockStatic,org.powermock.api.mockito.PowerMockito
/databasejoin/src/test/java/org/apache/hop/pipeline/transforms/databasejoin/DatabaseJoinTest.java,spy,org.powermock.api.mockito.PowerMockito
/databasejoin/src/test/java/org/apache/hop/pipeline/transforms/databasejoin/DatabaseJoinTest.java,spy,org.powermock.api.mockito.PowerMockito
/dorisbulkloader/src/test/java/org/apache/hop/pipeline/transforms/dorisbulkloader/DorisBulkLoaderTest.java,setInternalState,org.powermock.reflect.Whitebox
/dorisbulkloader/src/test/java/org/apache/hop/pipeline/transforms/dorisbulkloader/DorisBulkLoaderTest.java,setInternalState,org.powermock.reflect.Whitebox
/dorisbulkloader/src/test/java/org/apache/hop/pipeline/transforms/dorisbulkloader/DorisBulkLoaderTest.java,setInternalState,org.powermock.reflect.Whitebox
/dorisbulkloader/src/test/java/org/apache/hop/pipeline/transforms/dorisbulkloader/DorisBulkLoaderTest.java,setInternalState,org.powermock.reflect.Whitebox
/dorisbulkloader/src/test/java/org/apache/hop/pipeline/transforms/dorisbulkloader/DorisBulkLoaderTest.java,setInternalState,org.powermock.reflect.Whitebox
/dorisbulkloader/src/test/java/org/apache/hop/pipeline/transforms/dorisbulkloader/DorisBulkLoaderTest.java,setInternalState,org.powermock.reflect.Whitebox
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,mockStatic,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,verifyStatic,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,when,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/SniffTransformServletTest.java,spy,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/SniffTransformServletTest.java,verifyStatic,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/SniffTransformServletTest.java,spy,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/SniffTransformServletTest.java,verifyStatic,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/RemoveWorkflowServletTest.java,spy,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/RemoveWorkflowServletTest.java,verifyStatic,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/RemoveWorkflowServletTest.java,spy,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/RemoveWorkflowServletTest.java,verifyStatic,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/RemovePipelineServletTest.java,spy,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/RemovePipelineServletTest.java,verifyStatic,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/RemovePipelineServletTest.java,spy,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/RemovePipelineServletTest.java,verifyStatic,org.powermock.api.mockito.PowerMockito
/engine/src/test/java/org/apache/hop/www/GetWorkflowStatusServletTest.java,spy,org.powermock.api.mockito.PowerMockito
